## Mon Dec  5 20:47:01 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_jbrjl6fg --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_jbrjl6fg --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_jbrjl6fg/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
OG0000015.UP000070043_KXH72350.1	767817.Desgi_3353	3.84e-257	733.0	COG0045@1|root,COG1042@1|root,COG0045@2|Bacteria,COG1042@2|Bacteria,1TPTQ@1239|Firmicutes,249CX@186801|Clostridia,260BP@186807|Peptococcaceae	186801|Clostridia	C	TIGRFAM acetyl coenzyme A synthetase (ADP forming), alpha domain	-	-	6.2.1.13	ko:K01905,ko:K22224	ko00010,ko00620,ko00640,ko01100,ko01120,map00010,map00620,map00640,map01100,map01120	-	R00229,R00920	RC00004,RC00012,RC00014	ko00000,ko00001,ko01000,ko01004	-	-	-	ATP-grasp_5,Acetyltransf_1,CoA_binding_2,Succ_CoA_lig
OG0000017.UP000070043_KXH70047.1	868131.MSWAN_2092	6.7e-55	178.0	COG0778@1|root,arCOG00288@2157|Archaea,2XY3A@28890|Euryarchaeota	28890|Euryarchaeota	C	nitroreductase	-	-	1.13.11.79	ko:K04719	ko00740,ko01100,map00740,map01100	-	R09083	RC00435,RC02413	ko00000,ko00001,ko01000	-	-	-	Nitroreductase
OG0000018.UP000070043_KXH72498.1	316274.Haur_3627	9.7e-166	493.0	COG1132@1|root,COG1132@2|Bacteria,2G66A@200795|Chloroflexi,37630@32061|Chloroflexia	32061|Chloroflexia	V	PFAM ABC transporter transmembrane region	-	-	-	ko:K06147,ko:K18890	ko02010,map02010	M00707	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.106,3.A.1.106.13,3.A.1.106.5,3.A.1.109,3.A.1.21	-	-	ABC_membrane,ABC_tran
OG0000020.UP000070043_KXH74647.1	519442.Huta_0997	5.79e-76	242.0	COG0451@1|root,arCOG01369@2157|Archaea,2XTTP@28890|Euryarchaeota,23STH@183963|Halobacteria	183963|Halobacteria	M	NAD-dependent epimerase dehydratase	-	-	5.1.3.2,5.1.3.25	ko:K01784,ko:K17947	ko00052,ko00520,ko00523,ko01100,ko01130,map00052,map00520,map00523,map01100,map01130	M00361,M00362,M00632	R00291,R02984,R10279	RC00289	ko00000,ko00001,ko00002,ko01000	-	-	-	Epimerase
OG0000021.UP000070043_KXH70735.1	323259.Mhun_0673	3.05e-10	67.4	COG0491@1|root,arCOG00504@2157|Archaea,2Y728@28890|Euryarchaeota,2NB5A@224756|Methanomicrobia	224756|Methanomicrobia	S	Metallo-beta-lactamase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B
OG0000023.UP000070043_KXH71252.1	357808.RoseRS_3369	5.2e-13	78.2	COG0438@1|root,COG0438@2|Bacteria,2G5PS@200795|Chloroflexi,375CY@32061|Chloroflexia	32061|Chloroflexia	M	PFAM glycosyl transferase group 1	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
OG0000024.UP000070043_KXH72275.1	335543.Sfum_3864	8.98e-78	250.0	COG1149@1|root,COG1149@2|Bacteria	2|Bacteria	C	4 iron, 4 sulfur cluster binding	ldpA	-	-	-	-	-	-	-	-	-	-	-	Fer4,Fer4_6,LdpA_C
OG0000025.UP000070043_KXH71375.1	644282.Deba_2151	2.39e-34	129.0	COG1908@1|root,COG1908@2|Bacteria,1RGF7@1224|Proteobacteria,42S3H@68525|delta/epsilon subdivisions,2WNTN@28221|Deltaproteobacteria	28221|Deltaproteobacteria	C	PFAM methyl-viologen-reducing hydrogenase delta subunit	-	-	-	-	-	-	-	-	-	-	-	-	FlpD
OG0000027.UP000070043_KXH70950.1	1041930.Mtc_1847	1.25e-121	362.0	COG0444@1|root,arCOG00181@2157|Archaea,2XSTM@28890|Euryarchaeota,2NAHK@224756|Methanomicrobia	224756|Methanomicrobia	E	oligopeptide dipeptide ABC transporter	-	-	-	ko:K02031	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	ABC_tran,oligo_HPY
OG0000028.UP000070043_KXH71996.1	192952.MM_0870	4.17e-145	424.0	COG0183@1|root,arCOG01278@2157|Archaea,2XT38@28890|Euryarchaeota,2N94P@224756|Methanomicrobia	224756|Methanomicrobia	I	PFAM Thiolase	-	-	2.3.1.9	ko:K00626	ko00071,ko00072,ko00280,ko00310,ko00362,ko00380,ko00620,ko00630,ko00640,ko00650,ko00720,ko00900,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko02020,map00071,map00072,map00280,map00310,map00362,map00380,map00620,map00630,map00640,map00650,map00720,map00900,map01100,map01110,map01120,map01130,map01200,map01212,map02020	M00088,M00095,M00373,M00374,M00375	R00238,R01177	RC00004,RC00326	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	iAF692.Mbar_A0550	Thiolase_C,Thiolase_N
OG0000029.UP000070043_KXH69888.1	386456.JQKN01000001_gene1960	4.82e-107	320.0	COG2048@1|root,arCOG00338@2157|Archaea,2XTWJ@28890|Euryarchaeota,23NJW@183925|Methanobacteria	183925|Methanobacteria	C	reductase, subunit	hdrB1	-	1.8.7.3,1.8.98.4,1.8.98.5,1.8.98.6	ko:K03389	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04540,R11928,R11931,R11943,R11944	RC00011	ko00000,ko00001,ko00002,ko01000	-	-	-	CCG
OG0000031.UP000070043_KXH69767.1	224325.AF_1299	7.88e-120	354.0	COG1405@1|root,arCOG01981@2157|Archaea,2XT0Z@28890|Euryarchaeota,246R1@183980|Archaeoglobi	183980|Archaeoglobi	K	Stabilizes TBP binding to an archaeal box-A promoter. Also responsible for recruiting RNA polymerase II to the pre- initiation complex (DNA-TBP-TFIIB)	tfb	-	-	ko:K03124	ko03022,ko05169,ko05203,map03022,map05169,map05203	-	-	-	ko00000,ko00001,ko03021	-	-	-	TFIIB,TF_Zn_Ribbon
OG0000032.UP000070043_KXH70105.1	693661.Arcve_1070	2.15e-77	246.0	COG0436@1|root,arCOG01130@2157|Archaea,2XSVT@28890|Euryarchaeota,246NU@183980|Archaeoglobi	183980|Archaeoglobi	E	PFAM Aminotransferase class I and II	-	-	2.6.1.1	ko:K00812	ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230	-	R00355,R00694,R00734,R00896,R02433,R02619,R05052	RC00006	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_1_2
OG0000033.UP000070043_KXH69885.1	868131.MSWAN_1553	1.55e-53	179.0	COG2048@1|root,arCOG00964@2157|Archaea,2XXYP@28890|Euryarchaeota,23NZ8@183925|Methanobacteria	183925|Methanobacteria	C	reductase, subunit	-	-	1.8.7.3,1.8.98.4,1.8.98.5,1.8.98.6	ko:K03390	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04540,R11928,R11931,R11943,R11944	RC00011	ko00000,ko00001,ko00002,ko01000	-	-	-	Fer4_8
OG0000034.UP000070043_KXH75819.1	768710.DesyoDRAFT_5099	3.89e-155	451.0	COG1960@1|root,COG1960@2|Bacteria,1TRR9@1239|Firmicutes,24AJB@186801|Clostridia,260H9@186807|Peptococcaceae	186801|Clostridia	I	PFAM Acyl-CoA dehydrogenase, C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
OG0000035.UP000070043_KXH70490.1	1397699.JNIS01000001_gene2640	1.51e-133	392.0	COG1063@1|root,COG1063@2|Bacteria,1TS6I@1239|Firmicutes,4HD08@91061|Bacilli,3WEB1@539002|Bacillales incertae sedis	91061|Bacilli	E	L-threonine 3-dehydrogenase	tdh	-	1.1.1.103	ko:K00060	ko00260,map00260	-	R01465	RC00525	ko00000,ko00001,ko01000	-	-	-	ADH_N,ADH_zinc_N
OG0000037.UP000070043_KXH76019.1	374847.Kcr_0495	1.54e-45	153.0	COG1522@1|root,arCOG01580@2157|Archaea	2157|Archaea	K	COG1522 Transcriptional regulators	-	-	-	-	-	-	-	-	-	-	-	-	AsnC_trans_reg,HTH_24,HTH_IclR,TrmB
OG0000039.UP000070043_KXH72347.1	694429.Pyrfu_1593	1.41e-15	70.1	COG3609@1|root,arCOG01009@2157|Archaea,2XR62@28889|Crenarchaeota	28889|Crenarchaeota	K	PFAM CopG domain protein DNA-binding domain protein	-	-	-	-	-	-	-	-	-	-	-	-	RHH_1
OG0000041.UP000070043_KXH71262.1	485913.Krac_4159	3.54e-70	227.0	COG2141@1|root,COG2141@2|Bacteria,2G873@200795|Chloroflexi	2|Bacteria	C	COGs COG2141 Coenzyme F420-dependent N5 N10-methylene tetrahydromethanopterin reductase	-	-	-	-	-	-	-	-	-	-	-	-	Bac_luciferase
OG0000043.UP000070043_KXH77690.1	323259.Mhun_0977	2.11e-56	200.0	COG1530@1|root,arCOG00321@2157|Archaea,2XU9U@28890|Euryarchaeota,2N9CZ@224756|Methanomicrobia	224756|Methanomicrobia	L	PFAM peptidase U62 modulator of DNA gyrase	-	-	-	ko:K03568	-	-	-	-	ko00000,ko01002	-	-	-	PmbA_TldD
OG0000044.UP000070043_KXH70130.1	552811.Dehly_0080	1.51e-135	393.0	COG0863@1|root,COG0863@2|Bacteria,2GB0Z@200795|Chloroflexi,34DQC@301297|Dehalococcoidia	301297|Dehalococcoidia	H	DNA methylase	-	-	2.1.1.113	ko:K00590	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	N6_N4_Mtase
OG0000045.UP000070043_KXH71531.1	240302.BN982_02394	2.92e-26	101.0	COG1695@1|root,COG1695@2|Bacteria,1V85H@1239|Firmicutes,4HJMF@91061|Bacilli,3NFHT@45667|Halobacillus	91061|Bacilli	K	Transcriptional regulator PadR-like family	-	-	-	-	-	-	-	-	-	-	-	-	PadR
OG0000046.UP000070043_KXH77285.1	1122947.FR7_1366	1.05e-19	91.7	COG0673@1|root,COG0673@2|Bacteria,1TSWE@1239|Firmicutes	1239|Firmicutes	S	Oxidoreductase domain protein	-	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
OG0000049.UP000070043_KXH71209.1	1121448.DGI_2485	1.87e-16	82.8	COG0546@1|root,COG0546@2|Bacteria,1QN5A@1224|Proteobacteria,42T4K@68525|delta/epsilon subdivisions,2X2D5@28221|Deltaproteobacteria,2MF7Y@213115|Desulfovibrionales	28221|Deltaproteobacteria	S	Haloacid dehalogenase-like hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	HAD_2
OG0000050.UP000070043_KXH69854.1	639282.DEFDS_0024	8.96e-91	270.0	COG1100@1|root,COG1100@2|Bacteria,2GEYH@200930|Deferribacteres	200930|Deferribacteres	S	ADP-ribosylation factor family	-	-	-	ko:K06883	-	-	-	-	ko00000	-	-	-	Arf
OG0000052.UP000070043_KXH71625.1	96561.Dole_2975	4.5e-206	589.0	COG1070@1|root,COG1070@2|Bacteria,1MW4A@1224|Proteobacteria,42Q1B@68525|delta/epsilon subdivisions,2WKJH@28221|Deltaproteobacteria,2MK4Y@213118|Desulfobacterales	28221|Deltaproteobacteria	G	FGGY family of carbohydrate kinases, N-terminal domain	-	-	2.7.1.17	ko:K00854	ko00040,ko01100,map00040,map01100	M00014	R01639	RC00002,RC00538	ko00000,ko00001,ko00002,ko01000	-	-	-	FGGY_C,FGGY_N
OG0000053.UP000070043_KXH72833.1	70601.3257229	4.35e-121	368.0	COG1032@1|root,arCOG01356@2157|Archaea,2XU04@28890|Euryarchaeota,243ZB@183968|Thermococci	183968|Thermococci	C	B12 binding domain	-	-	-	-	-	-	-	-	-	-	-	-	B12-binding,Radical_SAM
OG0000054.UP000070043_KXH70106.1	1089553.Tph_c02150	4.41e-10	67.8	COG2006@1|root,COG2006@2|Bacteria,1TRX2@1239|Firmicutes,249GX@186801|Clostridia,42F8W@68295|Thermoanaerobacterales	186801|Clostridia	C	4Fe-4S ferredoxin iron-sulfur binding domain protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF362,Fer4,Fer4_10,Fer4_7
OG0000055.UP000070043_KXH72004.1	444158.MmarC6_1459	1.33e-49	162.0	COG1545@1|root,arCOG01285@2157|Archaea,2XXGF@28890|Euryarchaeota,23QWX@183939|Methanococci	183939|Methanococci	V	DUF35 OB-fold domain, acyl-CoA-associated	-	-	-	ko:K07068	-	-	-	-	ko00000	-	-	-	DUF35_N,OB_aCoA_assoc
OG0000060.UP000070043_KXH70061.1	386456.JQKN01000002_gene2793	1.08e-50	173.0	arCOG02576@1|root,arCOG02576@2157|Archaea,2XZNM@28890|Euryarchaeota	28890|Euryarchaeota	S	NADPH-dependent FMN reductase	-	-	-	-	-	-	-	-	-	-	-	-	FMN_red
OG0000065.UP000070043_KXH77077.1	1033810.HLPCO_000687	1.07e-97	327.0	COG0474@1|root,COG0474@2|Bacteria,2NNSC@2323|unclassified Bacteria	2|Bacteria	P	Cation transporter/ATPase, N-terminus	pacL	-	3.6.3.8	ko:K01537	-	-	-	-	ko00000,ko01000	3.A.3.2	-	-	Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase
OG0000067.UP000070043_KXH69739.1	224325.AF_1404	2.71e-11	60.8	COG1522@1|root,arCOG01117@2157|Archaea	2157|Archaea	K	COG1522 Transcriptional regulators	-	-	-	-	-	-	-	-	-	-	-	-	AsnC_trans_reg
OG0000068.UP000070043_KXH70747.1	1121090.KB894700_gene3312	1.12e-24	106.0	COG0624@1|root,COG0624@2|Bacteria	2|Bacteria	E	succinyl-diaminopimelate desuccinylase activity	dapE	-	3.5.1.18	ko:K01439	ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230	M00016	R02734	RC00064,RC00090	ko00000,ko00001,ko00002,ko01000	-	-	-	M20_dimer,Peptidase_M20,Peptidase_M28
OG0000069.UP000070043_KXH71114.1	797209.ZOD2009_11405	5.4e-101	302.0	COG0656@1|root,arCOG01619@2157|Archaea,2XTR0@28890|Euryarchaeota,23SRB@183963|Halobacteria	183963|Halobacteria	S	COG0656 Aldo keto reductases, related to diketogulonate reductase	-	-	1.1.1.346	ko:K06222	-	-	-	-	ko00000,ko01000	-	-	-	Aldo_ket_red
OG0000070.UP000070043_KXH69697.1	1382356.JQMP01000003_gene1935	4.24e-82	259.0	COG0123@1|root,COG0123@2|Bacteria,2G5X3@200795|Chloroflexi,27XTE@189775|Thermomicrobia	189775|Thermomicrobia	BQ	Histone deacetylase domain	-	-	-	-	-	-	-	-	-	-	-	-	Hist_deacetyl
OG0000074.UP000070149_KXH73321.1	660470.Theba_2511	2.08e-211	603.0	COG1233@1|root,COG1233@2|Bacteria,2GDP7@200918|Thermotogae	200918|Thermotogae	Q	Flavin containing amine oxidoreductase	-	-	-	-	-	-	-	-	-	-	-	-	Amino_oxidase
OG0000075.UP000070043_KXH69941.1	443143.GM18_2397	3.51e-16	74.7	COG0640@1|root,COG0640@2|Bacteria,1RGYC@1224|Proteobacteria,42X86@68525|delta/epsilon subdivisions,2WSJA@28221|Deltaproteobacteria	28221|Deltaproteobacteria	K	PFAM regulatory protein, ArsR	-	-	-	-	-	-	-	-	-	-	-	-	HTH_20,HTH_5
OG0000076.UP000070043_KXH73446.1	1123388.AQWU01000060_gene881	5.94e-10	62.8	COG1670@1|root,COG1670@2|Bacteria,1WISV@1297|Deinococcus-Thermus	1297|Deinococcus-Thermus	J	PFAM Acetyltransferase (GNAT) family	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3
OG0000078.UP000070043_KXH70134.1	1451261.AS96_12455	2.86e-36	139.0	COG0476@1|root,COG0476@2|Bacteria,2GJB6@201174|Actinobacteria,4FKPI@85023|Microbacteriaceae	201174|Actinobacteria	H	ThiF family	moeZ	-	2.7.7.80,2.8.1.11	ko:K21029,ko:K21147	ko04122,map04122	-	R07459,R07461	RC00043	ko00000,ko00001,ko01000	-	-	-	Rhodanese,ThiF
OG0000079.UP000070043_KXH71268.1	439235.Dalk_0777	1.08e-129	379.0	COG2070@1|root,COG2070@2|Bacteria,1MWPC@1224|Proteobacteria,43AEV@68525|delta/epsilon subdivisions,2WKWE@28221|Deltaproteobacteria,2MJ82@213118|Desulfobacterales	28221|Deltaproteobacteria	S	PFAM 2-nitropropane dioxygenase NPD	-	-	1.13.12.16	ko:K00459	ko00910,map00910	-	R00025	RC02541,RC02759	ko00000,ko00001,ko01000	-	-	-	NMO
OG0000080.UP000070043_KXH69852.1	909663.KI867150_gene247	1.04e-158	464.0	COG0160@1|root,COG0160@2|Bacteria,1MWY6@1224|Proteobacteria,42MB7@68525|delta/epsilon subdivisions,2WJVU@28221|Deltaproteobacteria,2MQ96@213462|Syntrophobacterales	28221|Deltaproteobacteria	H	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	-	-	2.6.1.19,2.6.1.22	ko:K00823,ko:K07250	ko00250,ko00280,ko00410,ko00640,ko00650,ko01100,ko01120,map00250,map00280,map00410,map00640,map00650,map01100,map01120	M00027	R00908,R01648,R04188	RC00006,RC00062,RC00160	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_3
OG0000081.UP000070149_KXH71038.1	693661.Arcve_1309	2.99e-17	75.1	COG2036@1|root,arCOG02144@2157|Archaea,2XZYK@28890|Euryarchaeota	28890|Euryarchaeota	L	transcription factor (CBF NF-Y)	hstA	-	-	-	-	-	-	-	-	-	-	-	CBFD_NFYB_HMF
OG0000082.UP000070043_KXH72834.1	224325.AF_2009	6.98e-169	492.0	COG0535@1|root,arCOG00940@2157|Archaea,2XTQH@28890|Euryarchaeota,247HE@183980|Archaeoglobi	183980|Archaeoglobi	S	Iron-sulfur cluster-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Fer4_12,Radical_SAM,SPASM
OG0000084.UP000070043_KXH77390.1	35128.Thaps2376	1.26e-98	301.0	COG1577@1|root,KOG1511@2759|Eukaryota,2XDVQ@2836|Bacillariophyta	2836|Bacillariophyta	I	GHMP kinases C terminal	-	-	2.7.1.36	ko:K00869	ko00900,ko01100,ko01110,ko01130,ko04146,map00900,map01100,map01110,map01130,map04146	M00095	R02245	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	GHMP_kinases_C,GHMP_kinases_N
OG0000085.UP000070043_KXH69728.1	1123355.JHYO01000030_gene359	7.44e-29	112.0	COG1142@1|root,COG1142@2|Bacteria,1QWC6@1224|Proteobacteria,2TXIR@28211|Alphaproteobacteria	28211|Alphaproteobacteria	C	4Fe-4S dicluster domain	-	-	-	ko:K00196,ko:K05796	ko00633,ko00680,ko00720,ko01120,ko01200,map00633,map00680,map00720,map01120,map01200	-	R07157,R08034	RC00250,RC02800	ko00000,ko00001	-	-	-	Fer4_4,Fer4_9
OG0000086.UP000070043_KXH72340.1	1202768.JROF01000001_gene1511	9.45e-88	285.0	COG1250@1|root,arCOG00249@2157|Archaea,2XT6B@28890|Euryarchaeota,23SKJ@183963|Halobacteria	183963|Halobacteria	I	Belongs to the enoyl-CoA hydratase isomerase family	hbd1	-	1.1.1.35,4.2.1.17	ko:K15016	ko00720,ko01120,ko01200,map00720,map01120,map01200	M00374,M00375	R01975,R03026	RC00117,RC00831	ko00000,ko00001,ko00002,ko01000	-	-	-	3HCDH,3HCDH_N,ECH_1
OG0000088.UP000070043_KXH76968.1	387631.Asulf_01141	8.93e-202	592.0	COG1882@1|root,arCOG06130@2157|Archaea,2XV2I@28890|Euryarchaeota,246S0@183980|Archaeoglobi	183980|Archaeoglobi	C	Glycine radical	-	-	2.3.1.54	ko:K00656	ko00620,ko00640,ko00650,ko01100,ko01120,map00620,map00640,map00650,map01100,map01120	-	R00212,R06987	RC00004,RC01181,RC02742,RC02833	ko00000,ko00001,ko01000	-	-	-	Gly_radical,PFL-like
OG0000089.UP000070043_KXH72124.1	272557.APE_2474.1	9.83e-285	806.0	COG0464@1|root,arCOG01308@2157|Archaea,2XPPI@28889|Crenarchaeota	28889|Crenarchaeota	O	Cell division protein 48 (CDC48), domain 2	-	-	-	ko:K13525	ko04141,ko05134,map04141,map05134	M00400,M00403	-	-	ko00000,ko00001,ko00002,ko03019,ko04131,ko04147	3.A.16.1	-	-	AAA,CDC48_2,CDC48_N,Vps4_C
